Date,ID,Item
2014-04-26,4488rz593,beverages
2014-04-26,4488rz593,soda
2014-04-26,4578tt078,root vegetables
2014-04-26,4578tt078,shopping bags
2014-04-26,4862ry990,whole milk
2014-04-26,4862ry990,flower (seeds)
2014-04-27,1563zn121,long life bakery product
2014-04-27,1563zn121,waffles
2014-04-27,1682gq724,liquor
2014-04-27,1682gq724,fruit/vegetable juice
2014-04-27,1844mq406,pip fruit
2014-04-27,1844mq406,pastry
2014-04-27,2070ii945,root vegetables
2014-04-27,2070ii945,domestic eggs
2014-04-27,2070ii945,cake bar
2014-04-27,2070ii945,napkins
2014-04-27,2126kz498,other vegetables
2014-04-27,2126kz498,brandy
2014-04-27,2133en843,tropical fruit
2014-04-27,2133en843,other vegetables
2014-04-27,2242el085,yogurt
2014-04-27,2242el085,napkins
2014-04-27,2242el085,rolls/buns
2014-04-27,2242el085,liquor (appetizer)
2014-04-27,2381lh793,pip fruit
2014-04-27,2381lh793,processed cheese
2014-04-27,2381lh793,yogurt
2014-04-27,2745bx037,root vegetables
2014-04-27,2745bx037,dessert
2014-04-27,2802hv879,chocolate
2014-04-27,2802hv879,white wine
2014-04-27,2908bu576,pip fruit
2014-04-27,2908bu576,yogurt
2014-04-27,2908bu576,flour
2014-04-27,2908bu576,rolls/buns
2014-04-27,2958yo684,butter
2014-04-27,2958yo684,softener
2014-04-27,3439fv921,whole milk
2014-04-27,3439fv921,soda
2014-04-27,3778vs183,pip fruit
2014-04-27,3778vs183,specialty chocolate
2014-04-27,3779bk610,whole milk
2014-04-27,3779bk610,meat spreads
2014-04-27,3826ri356,coffee
2014-04-27,3826ri356,shopping bags
2014-04-27,3908jj045,flour
2014-04-27,3908jj045,pastry
2014-04-27,4337ym841,root vegetables
2014-04-27,4337ym841,coffee
2014-04-27,4337ym841,shopping bags
2014-04-27,4337ym841,specialty bar
2014-04-27,4833xh963,whole milk
2014-04-27,4833xh963,rolls/buns
2014-04-27,4958co605,chicken
2014-04-27,4958co605,margarine
2014-04-27,4958co605,waffles
2014-04-28,1034lt685,bottled water
2014-04-28,1034lt685,domestic eggs
2014-04-28,1034lt685,frozen meals
2014-04-28,1207up747,ham
2014-04-28,1207up747,pickled vegetables
2014-04-28,1207up747,shopping bags
2014-04-28,1215ye892,sauces
2014-04-28,1215ye892,yogurt
2014-04-28,1279bu569,pastry
2014-04-28,1279bu569,sliced cheese
2014-04-28,1373zb947,tea
2014-04-28,1373zb947,soda
2014-04-28,1551qo575,mayonnaise
2014-04-28,1551qo575,instant coffee
2014-04-28,1776jv812,margarine
2014-04-28,1776jv812,butter
2014-04-28,2047zi125,waffles
2014-04-28,2047zi125,semi-finished bread
2014-04-28,2077gp799,male cosmetics
2014-04-28,2077gp799,hard cheese
2014-04-28,2787ry224,chocolate
2014-04-28,2787ry224,long life bakery product
2014-04-28,2838lf907,liver loaf
2014-04-28,2838lf907,waffles
2014-04-28,2847px228,hamburger meat
2014-04-28,2847px228,spices
2014-04-28,2847px228,chocolate
2014-04-28,2950cy552,liquor
2014-04-28,2950cy552,whole milk
2014-04-28,3136py850,soda
2014-04-28,3136py850,flour
2014-04-28,3804ll167,frankfurter
2014-04-28,3804ll167,rolls/buns
2014-04-28,4213pp775,other vegetables
2014-04-28,4213pp775,seasonal products
2014-04-28,4252om087,bottled water
2014-04-28,4252om087,shopping bags
2014-04-28,4252om087,dog food
2014-04-29,1389wb818,other vegetables
2014-04-29,1389wb818,tea
2014-04-29,1512nr686,bottled beer
2014-04-29,1512nr686,fruit/vegetable juice
2014-04-29,1657gg891,frozen meals
2014-04-29,1657gg891,frozen meals
2014-04-29,1864oc606,domestic eggs
2014-04-29,1864oc606,softener
2014-04-29,1946wb448,cooking chocolate
2014-04-29,1946wb448,shopping bags
2014-04-29,2181cr433,frankfurter
2014-04-29,2181cr433,UHT-milk
2014-04-29,2629cx337,onions
2014-04-29,2629cx337,frozen vegetables
2014-04-29,2996wy884,coffee
2014-04-29,2996wy884,butter milk
2014-04-29,3027oo734,other vegetables
2014-04-29,3027oo734,frozen vegetables
2014-04-29,3175js944,rolls/buns
2014-04-29,3175js944,rolls/buns
2014-04-29,3458rx752,sausage
2014-04-29,3458rx752,pastry
2014-04-29,3749jf043,canned beer
2014-04-29,3749jf043,specialty cheese
2014-04-29,3975bs321,soda
2014-04-29,3975bs321,liquor
2014-04-29,4028kh126,tropical fruit
2014-04-29,4028kh126,red/blush wine
2014-04-29,4067sb677,tropical fruit
2014-04-29,4067sb677,condensed milk
2014-04-29,4404cj213,root vegetables
2014-04-29,4404cj213,cream cheese
2014-04-30,1053rc256,soda
2014-04-30,1053rc256,soda
2014-04-30,1163tb969,white bread
2014-04-30,1163tb969,frozen vegetables
2014-04-30,1205mv159,whole milk
2014-04-30,1205mv159,oil
2014-04-30,1325fz494,napkins
2014-04-30,1325fz494,soda
2014-04-30,1444rm647,pip fruit
2014-04-30,1444rm647,yogurt
2014-04-30,1520yc814,other vegetables
2014-04-30,1520yc814,berries
2014-04-30,1810oc762,butter
2014-04-30,1810oc762,domestic eggs
2014-04-30,1810oc762,bottled water
2014-04-30,1810oc762,curd
2014-04-30,1999yc390,soft cheese
2014-04-30,1999yc390,frozen vegetables
2014-04-30,1999yc390,cream cheese
2014-04-30,2562df899,nut snack
2014-04-30,2562df899,long life bakery product
2014-04-30,2562df899,whole milk
2014-04-30,2562df899,frozen meals
2014-04-30,2701hh270,chocolate marshmallow
2014-04-30,2701hh270,salt
2014-04-30,2875rg644,brown bread
2014-04-30,2875rg644,herbs
2014-04-30,2991bo422,tropical fruit
2014-04-30,2991bo422,salt
2014-04-30,2994qs967,curd
2014-04-30,2994qs967,curd
2014-04-30,2994qs967,rolls/buns
2014-04-30,3511sg486,soda
2014-04-30,3511sg486,newspapers
2014-04-30,3703bc825,sausage
2014-04-30,3703bc825,soda
2014-04-30,3703bc825,curd
2014-04-30,3703bc825,house keeping products
2014-04-30,3784ca474,root vegetables
2014-04-30,3784ca474,waffles
2014-04-30,3784ca474,whipped/sour cream
2014-04-30,3812pu972,bottled water
2014-04-30,3812pu972,whole milk
2014-04-30,4039ho899,whole milk
2014-04-30,4039ho899,beverages
2014-04-30,4193zr480,ketchup
2014-04-30,4193zr480,whole milk
2014-04-30,4391yk810,meat spreads
2014-04-30,4391yk810,shopping bags
2014-04-30,4401xg227,butter
2014-04-30,4401xg227,hygiene articles
2014-04-30,4403mh492,tropical fruit
2014-04-30,4403mh492,dental care
2014-04-30,4785oj799,shopping bags
2014-04-30,4785oj799,shopping bags
2014-04-30,4799tm650,pot plants
2014-04-30,4799tm650,spread cheese
2014-04-30,4799tm650,butter milk
2014-05-01,1004jh583,dish cleaner
2014-05-01,1004jh583,cling film/bags
2014-05-01,1147ky740,soda
2014-05-01,1147ky740,whole milk
2014-05-01,1473fa703,hamburger meat
2014-05-01,1473fa703,rolls/buns
2014-05-01,1544ts177,other vegetables
2014-05-01,1544ts177,semi-finished bread
2014-05-01,1544ts177,shopping bags
2014-05-01,1897fs380,cream cheese
2014-05-01,1897fs380,rolls/buns
2014-05-01,2040ll532,rolls/buns
2014-05-01,2040ll532,packaged fruit/vegetables
2014-05-01,2051sz135,flour
2014-05-01,2051sz135,cream cheese
2014-05-01,2470xp820,tropical fruit
2014-05-01,2470xp820,white bread
2014-05-01,2470xp820,red/blush wine
2014-05-01,2565uc501,sausage
2014-05-01,2565uc501,sliced cheese
2014-05-01,2674bl597,root vegetables
2014-05-01,2674bl597,butter
2014-05-01,3864oj074,other vegetables
2014-05-01,3864oj074,cooking chocolate
2014-05-01,4456yf918,specialty bar
2014-05-01,4456yf918,soda
2014-05-01,4567jt160,whipped/sour cream
2014-05-01,4567jt160,red/blush wine
2014-05-01,4574bw604,seasonal products
2014-05-01,4574bw604,other vegetables
2014-05-01,4574bw604,bottled water
2014-05-01,4609ra298,beef
2014-05-01,4609ra298,spices
2014-05-01,4628bw067,whole milk
2014-05-01,4628bw067,napkins
2014-05-01,4628bw067,napkins
2014-05-01,4721kp842,cream cheese
2014-05-01,4721kp842,semi-finished bread
2014-05-01,4747qg617,tropical fruit
2014-05-01,4747qg617,pastry
2014-05-01,4879xs630,dessert
2014-05-01,4879xs630,fruit/vegetable juice
2014-05-01,4943kx853,finished products
2014-05-01,4943kx853,other vegetables
2014-05-02,1136zz948,citrus fruit
2014-05-02,1136zz948,flower (seeds)
2014-05-02,1165gm784,frozen vegetables
2014-05-02,1165gm784,whole milk
2014-05-02,1169tw612,soda
2014-05-02,1169tw612,margarine
2014-05-02,1246xw534,yogurt
2014-05-02,1246xw534,canned beer
2014-05-02,1445eu806,other vegetables
2014-05-02,1445eu806,chocolate
2014-05-02,1492pg567,whole milk
2014-05-02,1492pg567,rolls/buns
2014-05-02,1492pg567,yogurt
2014-05-02,1586cy925,pip fruit
2014-05-02,1586cy925,rolls/buns
2014-05-02,1805oc263,tropical fruit
2014-05-02,1805oc263,citrus fruit
2014-05-02,1805oc263,newspapers
2014-05-02,1959qo731,root vegetables
2014-05-02,1959qo731,softener
2014-05-02,1972yg112,bottled beer
2014-05-02,1972yg112,whipped/sour cream
2014-05-02,2028lv722,dessert
2014-05-02,2028lv722,flower (seeds)
2014-05-02,2147el963,soda
2014-05-02,2147el963,chocolate
2014-05-02,2313mm144,other vegetables
2014-05-02,2313mm144,dishes
2014-05-02,2608qr360,tropical fruit
2014-05-02,2608qr360,cream cheese
2014-05-02,3030or265,citrus fruit
2014-05-02,3030or265,pastry
2014-05-02,3030or265,dish cleaner
2014-05-02,3321vq385,butter
2014-05-02,3321vq385,sliced cheese
2014-05-02,3344mg432,tropical fruit
2014-05-02,3344mg432,cling film/bags
2014-05-02,3411nv915,other vegetables
2014-05-02,3411nv915,dessert
2014-05-02,3426uq001,pork
2014-05-02,3426uq001,pip fruit
2014-05-02,3629tj840,grapes
2014-05-02,3629tj840,other vegetables
2014-05-02,3727fu744,rolls/buns
2014-05-02,3727fu744,cat food
2014-05-02,3727fu744,beverages
2014-05-02,4015na600,rolls/buns
2014-05-02,4015na600,shopping bags
2014-05-02,4211lk343,rolls/buns
2014-05-02,4211lk343,curd cheese
2014-05-02,4376hr266,butter
2014-05-02,4376hr266,rolls/buns
2014-05-02,4468zg005,bottled water
2014-05-02,4468zg005,soft cheese
2014-05-02,4468zg005,dishes
2014-05-02,4468zg005,chocolate
2014-05-02,4807mn807,pickled vegetables
2014-05-02,4807mn807,cream cheese
2014-05-03,1097cj748,shopping bags
2014-05-03,1097cj748,root vegetables
2014-05-03,1197nw644,whole milk
2014-05-03,1197nw644,brown bread
2014-05-03,1454ld968,chicken
2014-05-03,1454ld968,fruit/vegetable juice
2014-05-03,1616aj448,margarine
2014-05-03,1616aj448,whole milk
2014-05-03,1616aj448,berries
2014-05-03,2075wj358,citrus fruit
2014-05-03,2075wj358,rolls/buns
2014-05-03,2089fa217,pastry
2014-05-03,2089fa217,margarine
2014-05-03,2093na921,tropical fruit
2014-05-03,2093na921,oil
2014-05-03,2701hh270,ham
2014-05-03,2701hh270,spread cheese
2014-05-03,2706qu264,oil
2014-05-03,2706qu264,soda
2014-05-03,2706qu264,sliced cheese
2014-05-03,2795pe466,rolls/buns
2014-05-03,2795pe466,canned beer
2014-05-03,2871mq702,whole milk
2014-05-03,2871mq702,dessert
2014-05-03,2956lh316,rolls/buns
2014-05-03,2956lh316,chocolate
2014-05-03,3050yl021,dessert
2014-05-03,3050yl021,root vegetables
2014-05-03,3166mg855,other vegetables
2014-05-03,3166mg855,whole milk
2014-05-03,3166mg855,house keeping products
2014-05-03,3575yw949,butter
2014-05-03,3575yw949,photo/film
2014-05-03,3689fy224,sausage
2014-05-03,3689fy224,pastry
2014-05-03,4025zq885,other vegetables
2014-05-03,4025zq885,UHT-milk
2014-05-03,4061so287,whole milk
2014-05-03,4061so287,canned beer
2014-05-03,4316tj114,long life bakery product
2014-05-03,4316tj114,soda
2014-05-03,4316tj114,soda
2014-05-03,4463qc771,beef
2014-05-03,4463qc771,flour
2014-05-03,4575tz105,rolls/buns
2014-05-03,4575tz105,shopping bags
2014-05-03,4750rq649,yogurt
2014-05-03,4750rq649,brown bread
2014-05-03,4896bh644,red/blush wine
2014-05-03,4896bh644,sugar
2014-05-04,1258qd906,yogurt
2014-05-04,1258qd906,coffee
2014-05-04,1282ai818,other vegetables
2014-05-04,1282ai818,shopping bags
2014-05-04,1354lz681,bottled beer
2014-05-04,1354lz681,hard cheese
2014-05-04,1372jp931,hamburger meat
2014-05-04,1372jp931,cream cheese
2014-05-04,1548sn344,other vegetables
2014-05-04,1548sn344,bottled beer
2014-05-04,1692ud986,other vegetables
2014-05-04,1692ud986,sugar
2014-05-04,1692ud986,oil
2014-05-04,2161si460,soda
2014-05-04,2161si460,shopping bags
2014-05-04,2166mb630,tropical fruit
2014-05-04,2166mb630,red/blush wine
2014-05-04,2287qo364,flour
2014-05-04,2287qo364,UHT-milk
2014-05-04,2888rv869,pastry
2014-05-04,2888rv869,other vegetables
2014-05-04,3268hj641,root vegetables
2014-05-04,3268hj641,shopping bags
2014-05-04,3385ed451,UHT-milk
2014-05-04,3385ed451,pet care
2014-05-04,3523kx232,brown bread
2014-05-04,3523kx232,domestic eggs
2014-05-04,3918hs738,salty snack
2014-05-04,3918hs738,waffles
2014-05-04,3918hs738,specialty cheese
2014-05-04,3972mi355,rice
2014-05-04,3972mi355,chewing gum
2014-05-04,3972mi355,rolls/buns
2014-05-04,4187rg270,whipped/sour cream
2014-05-04,4187rg270,soda
2014-05-04,4187rg270,white bread
2014-05-04,4187rg270,snack products
2014-05-04,4221cu811,dish cleaner
2014-05-04,4221cu811,shopping bags
2014-05-04,4668lo615,chicken
2014-05-04,4668lo615,waffles
2014-05-04,4786yn083,pastry
2014-05-04,4786yn083,frozen fish
2014-05-04,4900ya640,chicken
2014-05-04,4900ya640,pickled vegetables
2014-05-05,1369fc211,spread cheese
2014-05-05,1369fc211,whole milk
2014-05-05,1480tc030,shopping bags
2014-05-05,1480tc030,detergent
2014-05-05,1550sj843,pork
2014-05-05,1550sj843,cereals
2014-05-05,1652ge649,newspapers
2014-05-05,1652ge649,yogurt
2014-05-05,1652ge649,semi-finished bread
2014-05-05,1686pt652,pork
2014-05-05,1686pt652,root vegetables
2014-05-05,1702ey163,pastry
2014-05-05,1702ey163,whipped/sour cream
2014-05-05,1702ey163,decalcifier
2014-05-05,1705ax244,rolls/buns
2014-05-05,1705ax244,sauces
2014-05-05,2037oa638,citrus fruit
2014-05-05,2037oa638,curd
2014-05-05,2037oa638,napkins
2014-05-05,2644vs012,misc. beverages
2014-05-05,2644vs012,pet care
2014-05-05,2733sl344,whole milk
2014-05-05,2733sl344,bottled water
2014-05-05,2768tj440,pastry
2014-05-05,2768tj440,baking powder
2014-05-05,2851ff142,herbs
2014-05-05,2851ff142,specialty chocolate
2014-05-05,2851ff142,red/blush wine
2014-05-05,2851ff142,salad dressing
2014-05-05,3142kn353,butter
2014-05-05,3142kn353,rolls/buns
2014-05-05,4037mz908,beef
2014-05-05,4037mz908,tea
2014-05-05,4037mz908,oil
2014-05-05,4220iw864,rolls/buns
2014-05-05,4220iw864,rolls/buns
2014-05-05,4220iw864,soft cheese
2014-05-05,4493sb636,other vegetables
2014-05-05,4493sb636,whole milk
2014-05-05,4867ho055,berries
2014-05-05,4867ho055,newspapers
2014-05-05,4867ho055,frozen fish
2014-05-06,1309qi646,pastry
2014-05-06,1309qi646,pickled vegetables
2014-05-06,1309qi646,margarine
2014-05-06,2075wj358,sausage
2014-05-06,2075wj358,soda
2014-05-06,2215am859,rolls/buns
2014-05-06,2215am859,flower (seeds)
2014-05-06,2325sw438,onions
2014-05-06,2325sw438,specialty chocolate
2014-05-06,2325sw438,canned fruit
2014-05-06,2421oq389,other vegetables
2014-05-06,2421oq389,UHT-milk
2014-05-06,2744ri999,rolls/buns
2014-05-06,2744ri999,frozen vegetables
2014-05-06,2825xy420,photo/film
2014-05-06,2825xy420,frozen potato products
2014-05-06,3142kn353,soda
2014-05-06,3142kn353,other vegetables
2014-05-06,3142kn353,soda
2014-05-06,3158le368,bottled beer
2014-05-06,3158le368,soda
2014-05-06,3158le368,frozen vegetables
2014-05-06,3364eg276,beef
2014-05-06,3364eg276,herbs
2014-05-06,3364eg276,oil
2014-05-06,3557jo361,yogurt
2014-05-06,3557jo361,brown bread
2014-05-06,3670hc003,chocolate
2014-05-06,3670hc003,dish cleaner
2014-05-06,3670hc003,domestic eggs
2014-05-06,3851bz133,other vegetables
2014-05-06,3851bz133,pastry
2014-05-06,3913vx572,other vegetables
2014-05-06,3913vx572,bottled beer
2014-05-06,3913vx572,rolls/buns
2014-05-06,3913vx572,shopping bags
2014-05-06,3942kh702,canned fish
2014-05-06,3942kh702,rolls/buns
2014-05-06,3942kh702,domestic eggs
2014-05-06,4065rr450,bottled beer
2014-05-06,4065rr450,flower (seeds)
2014-05-06,4265mr318,other vegetables
2014-05-06,4265mr318,butter milk
2014-05-06,4272pw674,cat food
2014-05-06,4272pw674,whole milk
2014-05-06,4272pw674,whole milk
2014-05-06,4377je601,whole milk
2014-05-06,4377je601,sliced cheese
2014-05-06,4377je601,dish cleaner
2014-05-06,4409jy570,domestic eggs
2014-05-06,4409jy570,bottled water
2014-05-06,4409jy570,kitchen towels
2014-05-06,4654ps022,rolls/buns
2014-05-06,4654ps022,frozen vegetables
2014-05-07,1111rs143,other vegetables
2014-05-07,1111rs143,whipped/sour cream
2014-05-07,1381ht273,pastry
2014-05-07,1381ht273,pastry
2014-05-07,1446ra276,brown bread
2014-05-07,1446ra276,bottled water
2014-05-07,1446ra276,pastry
2014-05-07,1446ra276,curd
2014-05-07,1460ce779,waffles
2014-05-07,1460ce779,yogurt
2014-05-07,2094se171,other vegetables
2014-05-07,2094se171,shopping bags
2014-05-07,2306dn770,bottled water
2014-05-07,2306dn770,fruit/vegetable juice
2014-05-07,2381lh793,whole milk
2014-05-07,2381lh793,soda
2014-05-07,2381lh793,pickled vegetables
2014-05-07,2453zz450,sausage
2014-05-07,2453zz450,specialty cheese
2014-05-07,2541qx218,newspapers
2014-05-07,2541qx218,frozen dessert
2014-05-07,2699ng970,nuts/prunes
2014-05-07,2699ng970,soda
2014-05-07,3165yh040,pip fruit
2014-05-07,3165yh040,whole milk
2014-05-07,3213er694,whipped/sour cream
2014-05-07,3213er694,hygiene articles
2014-05-07,3324yq767,ice cream
2014-05-07,3324yq767,other vegetables
2014-05-07,3855gs493,specialty chocolate
2014-05-07,3855gs493,vinegar
2014-05-07,3932gf026,coffee
2014-05-07,3932gf026,bottled beer
2014-05-07,4082vd310,pastry
2014-05-07,4082vd310,domestic eggs
2014-05-07,4082vd310,dish cleaner
2014-05-07,4115re860,shopping bags
2014-05-07,4115re860,coffee
2014-05-07,4697vx058,semi-finished bread
2014-05-07,4697vx058,bottled water
2014-05-07,4779ad493,pip fruit
2014-05-07,4779ad493,pastry
2014-05-07,4806mr004,liquor
2014-05-07,4806mr004,margarine
2014-05-08,1062oj309,white bread
2014-05-08,1062oj309,frozen fruits
2014-05-08,1074vf196,oil
2014-05-08,1074vf196,shopping bags
2014-05-08,1218us592,citrus fruit
2014-05-08,1218us592,citrus fruit
2014-05-08,1227zt601,yogurt
2014-05-08,1227zt601,whipped/sour cream
2014-05-08,1248iv568,citrus fruit
2014-05-08,1248iv568,skin care
2014-05-08,1382gz572,citrus fruit
2014-05-08,1382gz572,rolls/buns
2014-05-08,1388jw046,rolls/buns
2014-05-08,1388jw046,ice cream
2014-05-08,2058qi047,frozen vegetables
2014-05-08,2058qi047,pip fruit
2014-05-08,2058qi047,hygiene articles
2014-05-08,2156xw021,rolls/buns
2014-05-08,2156xw021,domestic eggs
2014-05-08,2573up846,long life bakery product
2014-05-08,2573up846,rolls/buns
2014-05-08,2713le387,ketchup
2014-05-08,2713le387,specialty chocolate
2014-05-08,2771rp291,long life bakery product
2014-05-08,2771rp291,napkins
2014-05-08,2903xm223,tropical fruit
2014-05-08,2903xm223,other vegetables
2014-05-08,2903xm223,sugar
2014-05-08,3003ys157,whole milk
2014-05-08,3003ys157,newspapers
2014-05-08,3095pz051,beef
2014-05-08,3095pz051,newspapers
2014-05-08,3095pz051,canned vegetables
2014-05-08,3112ju869,whole milk
2014-05-08,3112ju869,oil
2014-05-08,3181sm728,pip fruit
2014-05-08,3181sm728,beverages
2014-05-08,3181sm728,zwieback
2014-05-08,3188nx112,fruit/vegetable juice
2014-05-08,3188nx112,canned fish
2014-05-08,3424og922,root vegetables
2014-05-08,3424og922,other vegetables
2014-05-08,3424og922,whole milk
2014-05-08,3424og922,frozen meals
2014-05-08,3658ds487,beef
2014-05-08,3658ds487,whipped/sour cream
2014-05-08,3670hc003,grapes
2014-05-08,3670hc003,chocolate
2014-05-08,3835nr045,pastry
2014-05-08,3835nr045,misc. beverages
2014-05-08,4085ry028,butter
2014-05-08,4085ry028,whipped/sour cream
2014-05-08,4635eb922,whole milk
2014-05-08,4635eb922,bottled water
2014-05-08,4691xq482,whole milk
2014-05-08,4691xq482,specialty chocolate
2014-05-08,4758ku948,pip fruit
2014-05-08,4758ku948,butter
2014-05-08,4828gx933,beef
2014-05-08,4828gx933,margarine
2014-05-08,4908ga065,tropical fruit
2014-05-08,4908ga065,flour
2014-05-08,4929td500,beef
2014-05-08,4929td500,waffles
2014-05-09,1104ow242,yogurt
2014-05-09,1104ow242,root vegetables
2014-05-09,1176po417,tropical fruit
2014-05-09,1176po417,other vegetables
2014-05-09,1248iv568,root vegetables
2014-05-09,1248iv568,frozen vegetables
2014-05-09,1289uf681,rolls/buns
2014-05-09,1289uf681,napkins
2014-05-09,1553fs588,citrus fruit
2014-05-09,1553fs588,soda
2014-05-09,1553fs588,coffee
2014-05-09,1690lk801,newspapers
2014-05-09,1690lk801,whipped/sour cream
2014-05-09,1690lk801,bottled water
2014-05-09,1690lk801,curd cheese
2014-05-09,1711eq323,newspapers
2014-05-09,1711eq323,specialty chocolate
2014-05-09,1888wa213,yogurt
2014-05-09,1888wa213,whole milk
2014-05-09,1979ti759,white bread
2014-05-09,1979ti759,bottled water
2014-05-09,2004cp127,tropical fruit
2014-05-09,2004cp127,butter
2014-05-09,2041jm371,margarine
2014-05-09,2041jm371,long life bakery product
2014-05-09,2388vn696,tropical fruit
2014-05-09,2388vn696,brown bread
2014-05-09,2506ei848,frankfurter
2014-05-09,2506ei848,canned fish
2014-05-09,2620ag627,dessert
2014-05-09,2620ag627,rolls/buns
2014-05-09,2694kz269,pip fruit
2014-05-09,2694kz269,pastry
2014-05-09,2778kf416,domestic eggs
2014-05-09,2778kf416,bottled beer
2014-05-09,2867wl514,other vegetables
2014-05-09,2867wl514,salty snack
2014-05-09,2883hn961,hamburger meat
2014-05-09,2883hn961,rolls/buns
2014-05-09,3102fp289,other vegetables
2014-05-09,3102fp289,white bread
2014-05-09,3373xy272,bottled water
2014-05-09,3373xy272,brown bread
2014-05-09,3387px870,curd
2014-05-09,3387px870,sliced cheese
2014-05-09,3387px870,frozen fish
2014-05-09,3539ka809,yogurt
2014-05-09,3539ka809,tropical fruit
2014-05-09,3673nf738,bottled water
2014-05-09,3673nf738,domestic eggs
2014-05-09,3907is760,other vegetables
2014-05-09,3907is760,other vegetables
2014-05-09,4256rf021,whole milk
2014-05-09,4256rf021,oil
2014-05-09,4683gr504,chicken
2014-05-09,4683gr504,specialty chocolate
2014-05-09,4756yg936,whipped/sour cream
2014-05-09,4756yg936,curd
2014-05-10,1128xl356,frankfurter
2014-05-10,1128xl356,white bread
2014-05-10,2396zp283,pip fruit
2014-05-10,2396zp283,canned vegetables
2014-05-10,2811sw018,beef
2014-05-10,2811sw018,hygiene articles
2014-05-10,2835wa553,rolls/buns
2014-05-10,2835wa553,whole milk
2014-05-10,3353ed894,soda
2014-05-10,3353ed894,yogurt
2014-05-10,3386kj002,root vegetables
2014-05-10,3386kj002,soda
2014-05-10,3479qz781,rolls/buns
2014-05-10,3479qz781,pastry
2014-05-10,3655dp060,beef
2014-05-10,3655dp060,butter milk
2014-05-10,3820gy417,tropical fruit
2014-05-10,3820gy417,yogurt
2014-05-10,3820gy417,misc. beverages
2014-05-10,4056kk920,tropical fruit
2014-05-10,4056kk920,salty snack
2014-05-10,4272pw674,domestic eggs
2014-05-10,4272pw674,soda
2014-05-10,4431lc046,brown bread
2014-05-10,4431lc046,rolls/buns
2014-05-10,4431lc046,processed cheese
2014-05-10,4579ju106,butter
2014-05-10,4579ju106,waffles
2014-05-10,4634lv420,citrus fruit
2014-05-10,4634lv420,oil
2014-05-10,4634lv420,specialty chocolate
2014-05-10,4783pj731,other vegetables
2014-05-10,4783pj731,rice
2014-05-10,4783pj731,specialty fat
2014-05-10,4899jb583,pot plants
2014-05-10,4899jb583,rolls/buns
2014-05-10,4951xd422,newspapers
2014-05-10,4951xd422,canned beer
2014-05-10,4958co605,frozen meals
2014-05-10,4958co605,instant coffee
2014-05-10,4958co605,specialty chocolate
2014-05-11,1134op880,pastry
2014-05-11,1134op880,brown bread
2014-05-11,1134op880,yogurt
2014-05-11,1263gv769,citrus fruit
2014-05-11,1263gv769,other vegetables
2014-05-11,1499po984,root vegetables
2014-05-11,1499po984,sliced cheese
2014-05-11,1526ed710,sugar
2014-05-11,1526ed710,cat food
2014-05-11,2401po594,yogurt
2014-05-11,2401po594,other vegetables
2014-05-11,3010na278,root vegetables
2014-05-11,3010na278,sliced cheese
2014-05-11,3106oz495,nuts/prunes
2014-05-11,3106oz495,whole milk
2014-05-11,3142kn353,other vegetables
2014-05-11,3142kn353,rolls/buns
2014-05-11,3191vw004,frozen meals
2014-05-11,3191vw004,onions
2014-05-11,3191vw004,frozen vegetables
2014-05-11,3427rm762,beverages
2014-05-11,3427rm762,specialty chocolate
2014-05-11,3667kn805,soda
2014-05-11,3667kn805,cereals
2014-05-11,3667kn805,whole milk
2014-05-11,3809zi906,red/blush wine
2014-05-11,3809zi906,whole milk
2014-05-11,3905ki433,other vegetables
2014-05-11,3905ki433,soda
2014-05-11,4135eh206,whole milk
2014-05-11,4135eh206,cream cheese
2014-05-11,4536ai049,citrus fruit
2014-05-11,4536ai049,root vegetables
2014-05-11,4543vh765,pastry
2014-05-11,4543vh765,hard cheese
2014-05-11,4641pe090,bottled water
2014-05-11,4641pe090,whole milk
2014-05-11,4695cm552,other vegetables
2014-05-11,4695cm552,soda
2014-05-11,4747qg617,root vegetables
2014-05-11,4747qg617,other vegetables
2014-05-11,4747qg617,bottled beer
2014-05-11,4747qg617,softener
2014-05-12,1197nw644,beef
2014-05-12,1197nw644,whipped/sour cream
2014-05-12,1234vm906,curd
2014-05-12,1234vm906,pastry
2014-05-12,1457wv699,root vegetables
2014-05-12,1457wv699,white bread
2014-05-12,1657gg891,other vegetables
2014-05-12,1657gg891,whole milk
2014-05-12,1783ln164,bottled water
2014-05-12,1783ln164,specialty chocolate
2014-05-12,2047zi125,sausage
2014-05-12,2047zi125,newspapers
2014-05-12,2517as634,citrus fruit
2014-05-12,2517as634,spread cheese
2014-05-12,2743zf570,beef
2014-05-12,2743zf570,chocolate
2014-05-12,2920ie891,margarine
2014-05-12,2920ie891,rolls/buns
2014-05-12,2920ie891,root vegetables
2014-05-12,3013qz558,UHT-milk
2014-05-12,3013qz558,brown bread
2014-05-12,3282ph936,yogurt
2014-05-12,3282ph936,other vegetables
2014-05-12,3333hd329,yogurt
2014-05-12,3333hd329,other vegetables
2014-05-12,3520ej005,sliced cheese
2014-05-12,3520ej005,pudding powder
2014-05-12,3624tk110,root vegetables
2014-05-12,3624tk110,hard cheese
2014-05-12,3646vb075,rolls/buns
2014-05-12,3646vb075,dessert
2014-05-12,3646vb075,coffee
2014-05-12,3709mw417,pork
2014-05-12,3709mw417,cat food
2014-05-12,3856ql519,other vegetables
