ID,is_attrited,Age,Gender,Dependent_cnt,Edu_level,Marital_status,Income,Card,Period_m,Total_rel_cnt,Inactive_last_12m,Contacts_cnt_last_12m,Credit_limit,Total_trans_amt,Total_trans_cnt
1242,0,53,F,2,High School,Married,$40K - $60K,Blue,37,1,4,3,5182,5012,85
1243,0,58,M,0,Doctorate,Single,Less than $40K,Blue,46,6,4,3,1438.3,4082,82
1244,0,57,F,0,High School,Married,$40K - $60K,Blue,45,3,2,2,2278,2307,45
1245,0,47,F,3,Uneducated,Married,Unknown,Blue,42,4,1,4,25027,3357,62
1246,0,56,F,3,Uneducated,Married,$40K - $60K,Blue,46,5,3,3,2402,4610,76
1247,0,47,F,3,Uneducated,Single,Unknown,Silver,33,2,2,3,34516,16369,125
1248,0,45,F,4,Uneducated,Unknown,Less than $40K,Silver,30,5,2,2,13131,1795,37
1249,0,45,F,1,Uneducated,Married,Less than $40K,Blue,35,3,3,2,1438.3,4425,79
1250,0,60,F,0,Graduate,Single,Unknown,Gold,55,4,3,2,7469,16328,124
1251,0,39,M,4,High School,Married,$60K - $80K,Blue,31,3,1,4,11906,1642,39
1252,1,45,F,3,Graduate,Married,Unknown,Blue,40,3,5,3,4462,2526,41
1253,0,46,M,5,College,Married,$40K - $60K,Blue,41,1,3,2,3914,4242,64
1254,0,42,F,1,High School,Married,Less than $40K,Blue,36,4,3,1,2190,5026,77
1255,0,41,M,4,Doctorate,Married,$80K - $120K,Blue,29,3,3,3,33405,1345,34
1256,0,37,F,4,Uneducated,Married,Less than $40K,Blue,18,5,1,2,2930,1686,34
1257,0,39,M,2,High School,Single,$80K - $120K,Blue,36,4,2,2,5269,2094,25
1258,0,44,F,3,High School,Single,$40K - $60K,Blue,37,4,1,1,3410,5102,63
1259,0,50,M,2,Post-Graduate,Divorced,$40K - $60K,Blue,43,5,2,4,3525,4742,62
1260,0,37,M,2,Uneducated,Divorced,$80K - $120K,Blue,36,3,3,2,2281,2735,58
1261,0,43,M,4,High School,Married,$40K - $60K,Blue,32,2,2,2,7139,14802,112
1262,1,49,M,4,Unknown,Unknown,$80K - $120K,Blue,39,2,2,2,2886,5481,58
1263,0,47,M,2,College,Married,$120K +,Blue,35,4,3,2,3636,1564,59
1264,1,54,M,1,College,Single,$120K +,Blue,37,6,2,3,9090,2239,43
1265,0,44,F,4,Doctorate,Married,Unknown,Blue,36,5,2,4,8667,3939,69
1266,0,56,M,2,High School,Married,$120K +,Blue,37,3,1,2,12181,1478,33
1267,0,56,F,1,Graduate,Single,Less than $40K,Blue,36,4,3,2,1936,4578,70
1268,0,47,F,2,College,Single,Less than $40K,Blue,40,2,2,2,4822,13816,121
1269,0,47,F,3,Graduate,Single,Less than $40K,Silver,40,1,2,2,11128,8526,93
1270,0,54,F,4,High School,Single,Less than $40K,Blue,36,1,3,0,1921,4512,90
1271,0,35,M,2,Uneducated,Married,$120K +,Blue,26,3,3,4,2944,2070,44
1272,0,42,F,3,Uneducated,Divorced,Less than $40K,Blue,28,6,2,4,2029,4014,86
1273,0,34,F,3,Post-Graduate,Single,Unknown,Blue,29,3,1,4,1617,2546,55
1274,0,55,F,2,Doctorate,Married,Unknown,Blue,47,6,1,3,5794,4201,73
1275,0,36,F,0,College,Unknown,Unknown,Blue,26,5,3,3,4692,4281,69
1276,0,49,M,5,College,Married,$60K - $80K,Gold,35,1,2,2,34516,8095,81
1277,0,51,F,0,High School,Married,$40K - $60K,Blue,40,6,2,2,5450,3722,77
1278,0,39,F,2,Doctorate,Married,Unknown,Blue,36,5,2,4,8058,2742,42
1279,0,44,M,4,High School,Single,$60K - $80K,Blue,40,4,3,2,14370,4510,79
1280,1,46,M,4,Uneducated,Single,$80K - $120K,Gold,41,6,3,2,34516,1989,47
1281,0,50,F,3,Graduate,Single,Less than $40K,Blue,40,3,3,1,1848,4600,69
1282,0,53,M,3,Doctorate,Married,$40K - $60K,Blue,35,5,3,2,3789,1609,42
1283,1,61,M,1,Graduate,Unknown,$60K - $80K,Blue,53,1,1,2,6157,4041,65
1284,0,50,F,3,Doctorate,Single,Less than $40K,Blue,39,6,1,3,9966,4401,60
1285,0,44,F,3,College,Unknown,Less than $40K,Blue,39,6,1,3,5024,4908,73
1286,1,56,F,3,College,Single,Less than $40K,Blue,46,1,3,3,2272,2354,49
1287,0,33,F,1,Uneducated,Married,Less than $40K,Blue,23,2,2,3,1830,5271,76
1288,0,37,M,1,Graduate,Married,$80K - $120K,Blue,21,6,2,0,5120,1680,32
1289,0,46,M,3,Graduate,Unknown,$60K - $80K,Blue,36,6,3,4,2179,4025,69
1290,0,40,F,3,Uneducated,Divorced,$40K - $60K,Blue,32,3,1,2,1956,4977,76
1291,0,45,F,3,Unknown,Single,Less than $40K,Blue,34,6,4,2,4975,4776,68
1292,0,43,F,3,Unknown,Divorced,Unknown,Blue,37,3,6,3,9051,4169,72
1293,0,47,F,4,Graduate,Single,Less than $40K,Blue,39,3,2,3,7353,2005,54
1294,0,40,M,2,High School,Married,$80K - $120K,Silver,36,5,3,0,34516,3644,67
1295,0,65,M,0,Unknown,Single,Unknown,Blue,56,3,2,2,11332,2758,56
1296,0,49,F,4,Uneducated,Married,Unknown,Blue,38,4,2,1,2542,4972,79
1297,1,46,F,3,Unknown,Single,$40K - $60K,Blue,39,4,3,3,9110,5290,69
1298,0,53,M,1,Graduate,Married,$60K - $80K,Blue,45,6,2,2,3380,1502,25
1299,0,61,M,1,Graduate,Unknown,$60K - $80K,Blue,49,6,2,2,16929,4799,79
1300,0,45,F,3,High School,Divorced,Less than $40K,Blue,33,3,3,2,9977,3530,61
1301,1,54,F,4,Graduate,Unknown,$40K - $60K,Blue,38,2,2,1,1779,2660,41
1302,0,35,M,3,College,Married,$60K - $80K,Blue,28,4,3,4,6921,1931,35
1303,0,48,F,4,Graduate,Married,Less than $40K,Blue,21,4,6,0,1930,5033,87
1304,0,40,F,2,Uneducated,Single,Less than $40K,Blue,27,2,6,2,1965,4268,91
1305,0,48,M,3,College,Married,$60K - $80K,Blue,37,3,3,2,11959,1191,40
1306,0,53,F,3,Graduate,Married,Less than $40K,Blue,47,4,1,2,1562,4574,81
1307,0,39,M,4,Post-Graduate,Single,$60K - $80K,Silver,36,6,3,3,25133,4033,73
1308,0,46,F,4,Uneducated,Married,Less than $40K,Blue,30,3,3,1,2479,4562,86
1309,0,47,M,1,Graduate,Married,$60K - $80K,Blue,37,6,3,0,2053,1283,28
1310,0,51,F,2,High School,Single,Unknown,Blue,36,2,1,2,2319,7558,85
1311,0,43,M,4,High School,Unknown,$80K - $120K,Blue,37,4,2,3,13882,1646,42
1312,0,48,M,3,Uneducated,Divorced,$40K - $60K,Blue,35,3,5,3,11427,15243,107
1313,0,26,F,0,Graduate,Unknown,Less than $40K,Blue,14,3,2,1,2163,4380,57
1314,0,48,F,3,College,Divorced,$40K - $60K,Blue,41,4,1,3,9336,1391,39
1315,1,40,F,4,Unknown,Married,$40K - $60K,Blue,30,1,3,4,3356,2032,39
1316,0,45,F,3,Graduate,Married,Less than $40K,Blue,35,1,2,2,1438.3,4976,70
1317,1,65,F,0,College,Single,Less than $40K,Silver,56,3,4,3,10885,2291,39
1318,0,39,F,2,Uneducated,Married,Less than $40K,Blue,26,4,2,5,5484,2025,51
1319,0,43,M,2,High School,Divorced,$80K - $120K,Blue,33,4,3,2,3083,1448,30
1320,0,43,F,2,College,Single,Less than $40K,Blue,29,5,1,2,2304,1273,36
1321,0,45,F,3,Post-Graduate,Married,Less than $40K,Blue,32,2,3,2,2726,5578,89
1322,0,42,M,1,Uneducated,Married,$80K - $120K,Blue,36,6,1,2,9247,1190,30
1323,0,35,F,2,High School,Married,Unknown,Blue,36,3,2,4,4319,1852,47
1324,0,36,F,4,Uneducated,Married,$40K - $60K,Blue,31,5,2,3,2517,5211,83
1325,0,38,M,1,College,Married,Less than $40K,Blue,25,6,3,3,5559,1793,37
1326,0,49,F,3,Graduate,Single,Less than $40K,Blue,36,5,3,3,2188,4537,66
1327,0,54,F,0,Graduate,Divorced,Less than $40K,Silver,36,4,3,1,12547,3360,56
1328,0,41,M,2,High School,Married,$60K - $80K,Blue,36,6,2,2,4499,4906,75
1329,0,48,F,2,High School,Single,Less than $40K,Blue,35,4,6,1,1686,3445,64
1330,1,40,M,2,Unknown,Single,$60K - $80K,Blue,20,4,2,4,4283,8672,64
1331,0,37,M,3,College,Single,$40K - $60K,Blue,28,5,2,3,3490,3392,80
1332,0,52,F,2,High School,Single,Less than $40K,Blue,42,6,2,2,1438.3,4664,77
1333,0,42,F,3,Uneducated,Single,Less than $40K,Blue,22,4,1,4,1438.3,4754,79
1334,0,48,F,4,Post-Graduate,Married,Less than $40K,Blue,31,6,6,4,2646,4727,83
1335,0,58,F,1,Unknown,Single,Less than $40K,Blue,48,4,3,1,3819,4533,68
1336,0,40,M,4,High School,Married,Less than $40K,Blue,35,3,3,1,4402,3063,57
1337,0,51,M,1,Uneducated,Married,$80K - $120K,Blue,41,5,3,3,5638,2036,50
1338,0,36,F,2,Unknown,Married,Less than $40K,Blue,26,4,1,4,3182,1670,30
1339,1,50,F,3,High School,Married,Less than $40K,Blue,33,3,3,4,2140,2915,50
1340,0,48,F,1,Graduate,Single,Unknown,Blue,38,3,2,2,23007,3395,63
1341,1,41,F,4,High School,Single,Less than $40K,Blue,36,6,3,3,4720,8798,67
1342,0,50,M,2,High School,Married,$80K - $120K,Silver,45,3,1,3,34516,1504,34
1343,0,47,M,1,Uneducated,Married,$40K - $60K,Blue,36,3,2,3,8168,3554,82
1344,0,40,M,3,Uneducated,Divorced,$80K - $120K,Blue,29,3,2,1,30997,3821,81
1345,1,50,F,3,High School,Married,Less than $40K,Blue,40,6,2,4,2897,2214,46
1346,0,47,M,1,Post-Graduate,Single,$60K - $80K,Blue,36,4,2,2,9090,4422,65
1347,0,45,F,4,Graduate,Single,Less than $40K,Blue,36,5,3,2,2072,4210,64
1348,0,48,M,3,High School,Unknown,Less than $40K,Blue,38,4,3,3,8892,4900,89
1349,0,54,F,2,High School,Single,Unknown,Blue,45,5,3,5,7563,4175,67
1350,0,46,M,5,Doctorate,Single,$60K - $80K,Blue,39,4,3,3,11464,3660,55
1351,0,58,F,0,Graduate,Married,$40K - $60K,Blue,47,2,2,1,2194,4962,81
1352,0,62,M,0,Uneducated,Single,$60K - $80K,Blue,36,6,1,3,3933,3048,54
1353,1,49,M,4,Unknown,Single,$120K +,Blue,38,3,3,4,34516,2376,55
1354,0,42,M,3,High School,Married,$40K - $60K,Blue,30,3,3,4,4333,15903,100
1355,0,52,F,2,Graduate,Married,$40K - $60K,Blue,36,5,3,1,2396,4569,70
1356,0,42,F,4,Graduate,Unknown,Less than $40K,Blue,32,3,1,2,2314,4678,74
1357,0,35,M,3,Graduate,Single,$80K - $120K,Blue,25,3,2,3,6510,2238,49
1358,1,54,F,2,College,Single,Unknown,Blue,36,1,3,3,8827,2643,50
1359,0,49,F,4,Graduate,Divorced,Less than $40K,Blue,43,3,1,4,2228,2104,44
1360,0,40,M,2,Graduate,Single,$120K +,Blue,33,3,1,2,20891,14641,117
1361,0,65,F,0,Graduate,Unknown,Unknown,Blue,36,3,3,4,2025,4056,71
1362,0,46,F,3,Doctorate,Single,Less than $40K,Blue,34,4,3,4,2258,4275,76
1363,0,42,M,2,Graduate,Single,$80K - $120K,Blue,36,3,1,3,3046,4711,77
1364,0,45,M,3,Uneducated,Married,$40K - $60K,Blue,36,3,1,1,10619,4074,65
1365,0,44,F,4,High School,Single,Less than $40K,Blue,40,2,1,2,1438.3,4429,78
1366,0,45,M,3,Graduate,Single,$60K - $80K,Silver,34,5,1,1,34516,4912,80
1367,0,49,F,2,Uneducated,Married,Less than $40K,Blue,41,5,1,3,2189,4195,81
1368,0,37,M,3,High School,Unknown,$80K - $120K,Blue,28,5,4,4,13441,4207,80
1369,0,65,M,1,Graduate,Married,Less than $40K,Blue,50,6,2,4,4507,1793,38
1370,0,59,F,1,College,Married,$40K - $60K,Blue,49,2,2,1,3481,4556,81
1371,0,34,F,2,Doctorate,Single,Less than $40K,Blue,13,5,1,2,1438.3,2557,67
1372,1,53,F,2,High School,Single,Less than $40K,Blue,46,6,1,2,3199,4805,59
1373,0,54,F,0,High School,Married,Less than $40K,Blue,45,5,2,2,2704,4839,92
1374,1,47,M,3,College,Single,$60K - $80K,Blue,39,5,3,2,22599,4739,55
1375,0,36,F,3,Graduate,Single,Unknown,Blue,36,5,2,2,10566,2156,64
1376,0,50,F,3,High School,Married,$40K - $60K,Blue,40,1,3,3,3367,5657,91
1377,0,44,F,1,Unknown,Divorced,Unknown,Blue,36,3,2,1,17116,3632,50
1378,0,32,M,0,High School,Married,$60K - $80K,Blue,26,5,2,3,5397,2056,49
1379,0,32,F,1,College,Divorced,Less than $40K,Blue,36,3,5,4,1835,2801,79
1380,0,32,M,2,High School,Single,$40K - $60K,Blue,20,6,3,4,2235,2905,56
1381,0,47,F,3,Unknown,Married,Less than $40K,Blue,37,2,2,2,2154,4538,74
1382,1,43,F,4,College,Married,Less than $40K,Blue,23,6,2,3,7706,965,27
1383,0,45,F,2,Uneducated,Married,Unknown,Blue,36,2,1,3,8103,5221,82
1384,0,46,F,4,Graduate,Married,Less than $40K,Blue,38,3,3,2,1485,4198,65
1385,0,47,M,3,Uneducated,Married,$80K - $120K,Blue,38,1,3,2,31987,7926,83
1386,0,44,F,5,High School,Married,Unknown,Blue,36,4,3,2,5254,4501,64
1387,0,52,M,2,Graduate,Married,$80K - $120K,Blue,41,2,5,1,33256,7796,97
1388,0,37,M,4,College,Single,$60K - $80K,Blue,30,5,1,4,15936,2477,49
1389,0,49,F,4,Unknown,Single,Less than $40K,Blue,36,4,1,4,1976,3675,81
1390,0,49,M,3,High School,Single,$120K +,Blue,42,5,3,2,12630,4084,66
1391,0,50,M,2,Unknown,Single,$40K - $60K,Blue,43,2,1,3,1857,1590,43
1392,0,46,F,4,Graduate,Married,Less than $40K,Blue,42,4,2,0,3504,4439,70
1393,0,51,F,3,Post-Graduate,Divorced,Unknown,Platinum,34,3,1,2,34516,1929,40
1394,0,45,F,3,Uneducated,Single,Less than $40K,Blue,39,5,4,1,2551,3753,63
1395,0,36,M,2,College,Single,$80K - $120K,Blue,31,5,2,3,5821,5291,96
1396,1,51,F,3,Graduate,Married,Less than $40K,Blue,46,1,4,3,2016,2473,44
1397,0,52,M,3,Graduate,Single,$80K - $120K,Blue,47,1,3,3,25410,5472,70
1398,0,45,F,4,Graduate,Single,Less than $40K,Blue,36,6,3,2,3342,1139,30
1399,0,44,M,3,High School,Single,$80K - $120K,Blue,29,6,3,1,34516,3275,67
1400,0,42,F,3,Post-Graduate,Married,Less than $40K,Blue,36,6,3,1,4959,4286,71
1401,0,54,M,1,High School,Single,$80K - $120K,Blue,36,1,2,3,12813,7803,81
1402,0,54,F,3,Uneducated,Single,Unknown,Blue,36,5,1,2,11975,1211,35
1403,0,41,M,3,Uneducated,Single,$80K - $120K,Blue,28,1,3,3,7142,7892,83
1404,0,59,M,1,Doctorate,Single,$60K - $80K,Blue,49,5,2,4,9944,3159,69
1405,0,51,M,1,Uneducated,Married,$60K - $80K,Blue,38,3,3,1,13731,14826,99
1406,0,36,F,2,Post-Graduate,Single,Less than $40K,Blue,24,5,2,4,3438,2331,56
1407,0,38,F,2,Graduate,Single,Less than $40K,Blue,25,5,1,2,9874,4369,70
1408,0,47,M,2,High School,Single,$40K - $60K,Blue,27,2,3,2,1536,4643,89
1409,0,43,M,2,Uneducated,Single,$60K - $80K,Silver,37,4,3,3,27781,3184,61
1410,0,57,M,3,Graduate,Single,$80K - $120K,Blue,50,2,3,3,17096,4231,62
1411,0,53,M,5,Graduate,Single,$120K +,Gold,36,2,4,1,34516,15290,123
1412,0,51,F,4,Graduate,Divorced,Less than $40K,Blue,36,2,3,2,2984,8296,91
1413,0,43,F,3,College,Married,$40K - $60K,Blue,31,5,3,2,2800,1994,41
1414,0,39,M,2,Graduate,Married,$60K - $80K,Blue,27,3,1,4,13003,1697,40
1415,1,43,M,4,Post-Graduate,Unknown,$80K - $120K,Blue,30,2,5,3,5639,647,15
1416,0,50,M,2,Unknown,Married,$60K - $80K,Blue,44,5,3,1,2205,4813,77
1417,0,50,F,2,College,Divorced,Less than $40K,Blue,36,3,3,0,1491,1058,34
1418,0,39,F,2,Graduate,Divorced,Less than $40K,Blue,31,5,3,4,6798,3961,69
1419,0,33,F,1,Post-Graduate,Married,Less than $40K,Blue,15,6,2,0,1741,2629,61
1420,0,56,M,2,High School,Married,$60K - $80K,Blue,51,5,6,3,2863,1458,39
1421,0,56,M,1,Uneducated,Unknown,$60K - $80K,Blue,43,5,1,4,3110,3395,75
1422,0,54,F,0,College,Married,$40K - $60K,Blue,46,6,2,3,2254,4913,84
1423,0,41,F,3,College,Single,Unknown,Blue,36,4,2,4,4210,4342,72
1424,0,45,M,4,Uneducated,Single,$80K - $120K,Blue,35,2,2,2,11318,7179,93
1425,1,44,F,2,Graduate,Single,$40K - $60K,Blue,35,2,3,4,4196,2558,38
1426,0,49,F,2,Graduate,Married,Less than $40K,Blue,38,3,4,2,1438.3,4497,79
1427,1,45,M,1,Graduate,Single,$60K - $80K,Blue,41,2,3,2,9904,1152,28
1428,0,45,M,0,Graduate,Married,$60K - $80K,Blue,40,4,3,3,1438.3,4869,66
1429,1,42,M,4,Unknown,Married,$60K - $80K,Blue,36,3,2,2,6743,1934,30
1430,0,51,F,1,High School,Married,Unknown,Blue,36,3,2,3,9095,1347,27
1431,1,30,F,0,Graduate,Single,Less than $40K,Blue,36,5,3,3,1574,2560,59
1432,0,48,F,2,Doctorate,Divorced,Unknown,Blue,37,6,2,0,4549,4782,88
1433,0,38,F,1,Graduate,Single,$40K - $60K,Blue,36,4,2,2,2358,4922,80
1434,0,56,F,2,Uneducated,Married,Unknown,Blue,43,6,3,2,3068,4611,73
1435,0,40,M,2,High School,Unknown,$80K - $120K,Blue,26,1,3,1,5238,7321,73
1436,0,46,F,2,Graduate,Single,Unknown,Blue,36,4,6,2,2042,4917,73
1437,0,53,F,1,Doctorate,Single,Less than $40K,Blue,48,4,3,3,2267,3709,64
1438,0,62,M,1,Graduate,Unknown,Less than $40K,Blue,36,6,3,2,2856,4473,67
1439,0,65,F,1,High School,Married,Less than $40K,Blue,36,3,2,0,3198,1936,44
1440,0,36,M,3,Uneducated,Married,$60K - $80K,Blue,16,4,5,4,1686,1758,42
1441,0,45,M,2,Doctorate,Married,$80K - $120K,Blue,40,6,3,1,11710,1749,50
1442,0,47,F,2,Graduate,Married,Less than $40K,Blue,34,5,2,2,3156,1151,31
1443,1,34,M,4,Uneducated,Single,$60K - $80K,Blue,20,3,2,6,3940,3257,53
1444,1,54,F,3,College,Single,Unknown,Blue,49,6,2,3,13184,2047,33
1445,0,37,M,4,Graduate,Married,$60K - $80K,Blue,30,5,3,2,2578,1830,64
1446,1,41,F,1,High School,Single,Less than $40K,Blue,36,4,3,2,2372,2499,41
1447,0,42,F,3,Unknown,Divorced,Unknown,Blue,31,5,3,2,2369,4317,66
1448,0,38,M,1,College,Married,$60K - $80K,Blue,36,4,1,2,2836,4121,83
1449,0,53,M,3,College,Single,$120K +,Blue,36,6,2,0,34516,1497,43
1450,0,38,M,1,Graduate,Unknown,$80K - $120K,Blue,36,3,3,4,26792,3587,66
1451,0,38,F,2,Graduate,Single,Less than $40K,Blue,28,5,3,4,3311,14470,103
1452,0,52,F,4,Graduate,Married,Less than $40K,Blue,36,6,3,1,3021,4105,76
1453,0,45,M,3,Graduate,Unknown,$80K - $120K,Blue,34,6,6,3,2210,2755,53
1454,0,52,F,5,Graduate,Single,$40K - $60K,Blue,41,4,2,3,3035,4104,79
1455,0,39,F,3,Doctorate,Married,Less than $40K,Blue,33,6,4,2,2001,4509,69
1456,0,41,M,3,High School,Single,$80K - $120K,Blue,36,4,3,3,8029,1094,32
1457,0,47,F,4,Uneducated,Single,$40K - $60K,Blue,33,3,2,1,9148,3451,59
1458,0,35,M,3,Graduate,Single,$40K - $60K,Blue,30,3,1,3,8969,2568,59
1459,0,45,M,2,Unknown,Single,$60K - $80K,Blue,30,3,1,3,21815,3904,72
1460,0,49,F,3,College,Married,Less than $40K,Blue,29,3,3,3,2017,3875,75
1461,0,44,F,2,Graduate,Divorced,Less than $40K,Blue,27,5,2,2,1438.3,1117,29
1462,1,48,M,2,Unknown,Married,$80K - $120K,Blue,28,5,2,3,12073,2400,52
1463,0,59,M,0,Graduate,Single,$40K - $60K,Blue,48,4,2,2,1638,1536,44
1464,0,45,M,3,High School,Single,$60K - $80K,Blue,35,5,3,3,7050,1236,36
1465,0,47,F,4,Graduate,Unknown,Less than $40K,Blue,35,4,2,4,1438.3,3778,69
1466,0,57,F,2,Graduate,Married,Less than $40K,Blue,44,3,4,4,6256,1629,43
1467,0,43,F,1,Uneducated,Divorced,Less than $40K,Blue,36,5,2,3,2077,4226,75
1468,1,49,M,2,Unknown,Married,$80K - $120K,Blue,39,2,3,4,29865,8636,74
1469,1,39,F,2,Uneducated,Single,Less than $40K,Blue,36,4,3,1,1438.3,2567,48
1470,0,49,M,3,High School,Unknown,$60K - $80K,Blue,36,3,2,2,9551,3213,52
1471,0,50,M,5,Post-Graduate,Married,$120K +,Silver,36,5,2,4,34516,2687,64
1472,0,44,F,3,Uneducated,Single,Less than $40K,Blue,35,5,2,2,1438.3,3966,57
1473,1,54,F,1,Graduate,Married,Less than $40K,Blue,40,2,3,1,1438.3,705,19
1474,0,59,F,1,Graduate,Single,Less than $40K,Blue,52,5,3,3,2636,4727,83
1475,1,42,F,4,Uneducated,Married,Less than $40K,Blue,23,3,2,3,3214,2119,44
1476,0,43,M,4,Uneducated,Married,$60K - $80K,Silver,30,1,3,1,29856,14887,119
1477,0,36,M,2,Doctorate,Single,$40K - $60K,Blue,26,4,3,2,2845,2396,51
1478,0,45,F,4,Graduate,Unknown,Less than $40K,Blue,33,1,2,1,1979,5458,84
1479,0,52,F,2,Graduate,Married,Less than $40K,Blue,39,4,1,3,8431,2008,37
1480,1,46,M,4,High School,Married,$120K +,Blue,30,3,3,3,2442,701,19
1481,0,41,M,3,College,Single,$60K - $80K,Blue,33,6,1,4,5246,3189,56
1482,0,46,M,1,High School,Single,$40K - $60K,Blue,33,6,4,3,1664,4804,66
1483,1,45,F,2,Graduate,Married,Less than $40K,Blue,40,6,3,3,5848,2000,32
1484,0,44,M,1,College,Single,$40K - $60K,Blue,40,6,1,2,4274,4820,60
1485,1,51,F,4,Graduate,Single,$40K - $60K,Blue,37,2,3,2,4708,2179,50
1486,0,44,F,5,Uneducated,Single,Less than $40K,Blue,36,1,3,1,7742,9081,100
1487,0,50,F,3,High School,Single,Less than $40K,Silver,39,4,3,4,11176,2682,64
1488,0,38,F,3,Graduate,Single,Less than $40K,Blue,28,6,2,2,2699,4813,78
1489,0,47,M,3,Doctorate,Unknown,$120K +,Blue,41,6,2,2,6143,4330,72
1490,1,44,M,2,Uneducated,Single,$80K - $120K,Silver,36,2,3,3,34516,8570,68
1491,0,47,F,2,Graduate,Married,Less than $40K,Blue,41,5,3,4,1438.3,1501,40
1492,0,53,F,3,College,Married,$40K - $60K,Blue,46,2,1,1,2304,4505,85
1493,0,55,F,1,College,Married,Unknown,Blue,36,6,3,2,17642,2148,54
1494,0,47,F,5,Unknown,Unknown,Less than $40K,Blue,42,2,1,2,2519,8852,95
1495,0,55,M,3,College,Single,$120K +,Blue,44,2,2,3,6455,8001,99
1496,0,44,F,4,Uneducated,Divorced,Unknown,Blue,36,3,2,0,9908,3749,80
1497,1,48,F,1,Graduate,Single,Less than $40K,Blue,41,6,2,4,3001,2403,42
1498,0,44,F,3,Doctorate,Married,Less than $40K,Blue,36,4,3,0,1975,2959,63
1499,0,36,M,4,College,Single,$120K +,Blue,36,5,3,3,28200,2507,64
1500,0,44,F,3,High School,Married,Unknown,Blue,38,4,6,4,26516,3609,76
1501,0,46,F,4,Uneducated,Unknown,$40K - $60K,Blue,40,6,3,1,1474,4452,65
1502,0,52,M,2,High School,Single,$120K +,Blue,43,3,2,3,34516,4313,82
1503,1,47,M,2,Unknown,Married,$80K - $120K,Blue,37,2,3,3,5449,836,18
1504,0,51,M,1,College,Married,$80K - $120K,Silver,38,2,3,2,34516,7686,89
1505,0,42,F,4,College,Single,Less than $40K,Blue,36,2,3,2,4150,4620,76
1506,1,43,M,4,Doctorate,Unknown,$60K - $80K,Blue,28,3,2,4,18229,2060,39
1507,1,52,M,2,High School,Single,$80K - $120K,Blue,43,4,3,3,11617,1643,43
1508,0,33,F,1,Graduate,Married,Less than $40K,Blue,20,2,2,2,1507,4698,87
1509,0,47,M,3,Graduate,Married,$60K - $80K,Blue,29,4,3,3,7298,4512,72
1510,0,51,F,1,High School,Single,Less than $40K,Blue,43,4,3,2,2827,3291,55
1511,0,39,F,2,Graduate,Single,Less than $40K,Blue,34,1,3,3,3246,13671,103
1512,0,58,M,3,College,Married,$120K +,Blue,54,5,1,4,3452,1008,21
1513,0,39,F,2,College,Single,Less than $40K,Blue,36,6,3,3,9476,1128,27
1514,0,48,F,3,Graduate,Unknown,Less than $40K,Blue,36,1,1,3,4850,4187,86
1515,0,40,M,4,College,Married,$40K - $60K,Silver,34,3,2,1,15471,3993,77
1516,0,44,F,3,Graduate,Single,Unknown,Blue,37,3,2,1,4703,4127,89
1517,0,49,M,3,High School,Married,$80K - $120K,Blue,39,5,3,2,2361,4316,78
1518,0,49,F,3,Graduate,Single,$40K - $60K,Blue,32,1,3,3,5400,4643,80
1519,0,37,M,2,Unknown,Single,$40K - $60K,Blue,26,4,1,2,3664,4413,65
1520,0,57,M,2,Unknown,Married,$80K - $120K,Blue,46,2,3,0,18871,1516,21
1521,0,54,M,1,Unknown,Married,$80K - $120K,Blue,43,4,2,4,32558,1440,37
1522,0,41,F,3,High School,Married,Unknown,Blue,24,3,1,1,3427,4218,74
1523,0,56,F,4,Uneducated,Single,Unknown,Blue,51,5,1,1,3334,4284,73
1524,0,40,M,3,Uneducated,Single,$80K - $120K,Blue,34,4,2,2,9124,4564,65
1525,0,60,F,1,Graduate,Single,Unknown,Blue,36,6,1,3,4408,4157,71
1526,0,48,F,5,Post-Graduate,Married,Less than $40K,Blue,40,3,3,3,1438.3,4100,84
1527,0,46,F,3,High School,Married,$40K - $60K,Blue,34,2,3,2,3336,5577,95
1528,0,33,F,3,Graduate,Married,Unknown,Blue,15,5,3,2,1438.3,4208,67
1529,0,52,F,3,High School,Married,Less than $40K,Blue,48,4,2,2,3136,4528,81
1530,0,53,F,2,Unknown,Married,$40K - $60K,Blue,48,2,3,3,4442,14437,109
1531,1,38,M,3,College,Married,$60K - $80K,Blue,36,5,2,2,6114,2608,36
1532,1,52,M,2,College,Single,$120K +,Blue,32,4,3,1,4935,7886,64
1533,0,52,F,1,High School,Married,Less than $40K,Blue,44,1,1,1,2563,4515,77
1534,0,59,M,1,College,Single,$40K - $60K,Blue,51,4,2,2,5042,2897,62
1535,0,58,M,2,High School,Single,$80K - $120K,Blue,54,6,3,2,22981,4192,66
1536,0,64,F,0,Unknown,Married,Unknown,Blue,55,4,1,4,2508,1607,44
1537,0,53,F,1,Uneducated,Single,Less than $40K,Blue,39,3,2,3,1982,5136,76
1538,0,43,F,2,Uneducated,Single,$40K - $60K,Blue,29,6,3,2,2162,1555,29
1539,0,48,M,3,High School,Married,$60K - $80K,Gold,37,6,2,0,34516,4539,75
1540,0,43,M,1,Unknown,Married,$80K - $120K,Blue,33,5,1,5,21165,3343,60
1541,0,26,M,0,Graduate,Single,$60K - $80K,Blue,13,3,3,3,7102,2411,41
1542,0,43,F,3,College,Single,Less than $40K,Blue,28,3,1,3,1438.3,4482,54
